document_modified,term,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,rdf_type
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinateUncertaintyInMeters,CoordinateUncertaintyInMeters,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinatePrecision,,,Coordinate Uncertainty In Meters,"The upper limit of the distance (in meters) from the given latitude and longitude describing a circle within which the whole of the described locality must lie. Use NULL where the uncertainty is unknown, cannot be estimated, or is not applicable.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLatitude,DecimalLatitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude,,,Decimal Latitude,"The latitude of the location from which the cataloged item was collected, expressed in decimal degrees.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLongitude,DecimalLongitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude,,,Decimal Longitude,"The longitude of the location from which the cataloged item was collected, expressed in decimal degrees.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes,FieldNotes,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Field Notes,"A reference to, or flag marking the existence of notes taken in the field for the cataloged item.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum,GenBankNum,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Gen Bank Num,GenBank Accession number.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/GeorefMethod,GeorefMethod,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Georef Method,A reference to the methods used for determining the coordinates and uncertainties.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherGeography,HigherGeography,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Higher Geography,"The combination of all geographic elements less specific than locality. ""Like"" query operations on this element will search for a substring in any of the higher geography attributes.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherTaxon,HigherTaxon,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Higher Taxon,"The combination of names of taxonomic ranks less specific than Genus. ""Like"" query operations on this element will search for a substring in any of the higher taxon attributes.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/HorizontalDatum,HorizontalDatum,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Horizontal Datum,The horizontal geodetic datum to which the DecimalLatitude and DecimalLongitude refer.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentificationModifier,IdentificationModifier,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Identification Modifier,"Additional information documenting the taxonomic determination of the cataloged item (e.g., ""cf."", ""aff."", ""subspecies in question"", etc.).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/Island,Island,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Island,"The full, unabbreviated name of the island from which the cataloged item was collected.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/IslandGroup,IslandGroup,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Island Group,"The full, unabbreviated name of the island group from which the cataloged item was collected.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/LatLongComments,LatLongComments,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Lat Long Comments,Comments about the LatLong determination.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepthInMeters,MaximumDepthInMeters,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepth,,,Maximum Depth In Meters,"The maximum distance in meters below the surface of the water at which the collection was made; all material collected was at most this deep. Positive below the surface, negative above (e.g., collecting above sea level in tidal areas).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevationInMeters,MaximumElevationInMeters,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevation,,,Maximum Elevation In Meters,The maximum distance in meters above (positive) or below sea level of the collecting locality.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepthInMeters,MinimumDepthInMeters,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepth,,,Minimum Depth In Meters,"The minimum distance in meters below the surface of the water at which the collection was made; all material collected was at least this deep. Positive below the surface, negative above (e.g., collecting above sea level in tidal areas).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevationInMeters,MinimumElevationInMeters,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevation,,,Minimum Elevation In Meters,The minimum distance in meters above (positive) or below sea level of the collecting locality.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/OriginalCoordinateSystem,OriginalCoordinateSystem,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Original Coordinate System,"The name of the system in which the original geographic coordinates were recorded (e.g., ""decimal degrees"", ""degrees minutes seconds"", ""UTM"", etc.).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/OtherCatalogNumbers,OtherCatalogNumbers,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/PreviousCatalogNumber,,,Other Catalog Numbers,A list of previous or alternative fully qualified catalog numbers of the cataloged item whether in the current collection or in any other.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/Preparations,Preparations,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/PreparationType,,,Preparations,"A concatenated list of preparations and preservation methods (skin, skull, skeleton, whole animal (ETOH), slide, etc.) for the cataloged item.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/RelatedCatalogedItems,RelatedCatalogedItems,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/RelatedCatalogItem,,,Related Cataloged Items,"The fully qualified identifier (Institution Code + "" "" + Collection Code + "" "" + Catalog Number) of the related Cataloged Item, preceded by the nature of the relationship (e.g., (sibling of) MVZ Mamm 1234).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/Remarks,Remarks,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Notes,,,Remarks,Free text comments accompanying the cataloged item record.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies,Subspecies,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Subspecies,The phylogenetic subspecific epithet of the cataloged item.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/TimeCollected,TimeCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/TimeOfDay,,,Time Collected,"The time of day the cataloged item was collected, expressed as decimal hours from midnight, local time (e.g., 12.0 = noon, 13.5 = 1:30pm).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/Tissues,Tissues,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Tissues,"A concatenated list of tissues and preservation methods (whole (frozen), liver (EDTA), etc.) for the cataloged item.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimCollectingDate,VerbatimCollectingDate,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Verbatim Collecting Date,The verbatim original representation of the date information for the collecting event.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimDepth,VerbatimDepth,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Verbatim Depth,A text representation of the Depth in its original format in the source database.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimElevation,VerbatimElevation,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Verbatim Elevation,A text representation of the Elevation in its original format in the source database.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimLatitude,VerbatimLatitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Verbatim Latitude,A text representation of the Latitude data in its original format in the source database.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimLongitude,VerbatimLongitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Verbatim Longitude,A text representation of the Longitude data in its original format in the source database.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Bed,Bed,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Bed,The full name of the lithostratigraphic bed from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestAgeOrLowestStage,EarliestAgeOrLowestStage,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Age Or Lowest Stage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEonOrLowestEonothem,EarliestEonOrLowestEonothem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Eon Or Lowest Eonothem,"The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEpochOrLowestSeries,EarliestEpochOrLowestSeries,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Epoch Or Lowest Series,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEraOrLowestErathem,EarliestEraOrLowestErathem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Era Or Lowest Erathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestPeriodOrLowestSystem,EarliestPeriodOrLowestSystem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Period Or Lowest System,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation,Formation,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Group,Group,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Group,The full name of the lithostratigraphic group from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/HighestBiostratigraphicZone,HighestBiostratigraphicZone,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Highest Biostratigraphic Zone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestAgeOrHighestStage,LatestAgeOrHighestStage,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest AgeOr Highest Stage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEonOrHighestEonothem,LatestEonOrHighestEonothem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest Eon Or Highest Eonothem,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEpochOrHighestSeries,LatestEpochOrHighestSeries,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest Epoch Or Highest Series,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEraOrHighestErathem,LatestEraOrHighestErathem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest Era Or Highest Erathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestPeriodOrHighestSystem,LatestPeriodOrHighestSystem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest Period Or Highest System,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LithostratigraphicTerms,LithostratigraphicTerms,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Lithostratigraphic Terms,The combination of all litho-stratigraphic names for the rock from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LowestBiostratigraphicZone,LowestBiostratigraphicZone,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Lowest Biostratigraphic Zone,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Member,Member,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Member,The full name of the lithostratigraphic member from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
2017-09-23T06:53:00-05:00,http://gensc.org/ns/mixs/source_mat_id,source_mat_id,http://gensc.org/ns/mixs/,2011-01-26,2013-05-25,true,,,,source material identifiers,"A unique identifier assigned to a material sample (as defined by http://rs-test.tdwg.org/dwc/terms/MaterialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection provide additional context and suggested syntax for this identifier for data submitted to INSDC databases.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
