rdf_type,replacing_version,replacing_version_localName,replacing_version_namespace,replaced_version,replaced_version_namespace,replaced_version_localName
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/dynamicProperties-2009-04-24,dynamicProperties-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Attributes-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Attributes-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/occurrenceAttributes-2009-04-24,occurrenceAttributes-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Attributes-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Attributes-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/scientificNameAuthorship-2009-04-24,scientificNameAuthorship-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/AuthorYearOfScientificName-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,AuthorYearOfScientificName-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/basisOfRecord-2009-04-24,basisOfRecord-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/BasisOfRecord-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,BasisOfRecord-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/catalogNumber-2009-04-24,catalogNumber-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/CatalogNumber-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,CatalogNumber-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/class-2009-04-24,class-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Class-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Class-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/samplingProtocol-2009-04-24,samplingProtocol-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/CollectingMethod-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,CollectingMethod-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/collectionCode-2009-04-24,collectionCode-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/CollectionCode-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,CollectionCode-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/recordedBy-2009-04-24,recordedBy-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Collector-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Collector-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/continent-2009-04-24,continent-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Continent-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Continent-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/country-2009-04-24,country-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Country-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Country-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/county-2009-04-24,county-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/County-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,County-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/endDayOfYear-2009-04-24,endDayOfYear-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/DayOfYear-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,DayOfYear-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/startDayOfYear-2009-04-24,startDayOfYear-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/DayOfYear-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,DayOfYear-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/EarliestDateCollected-2008-11-19,EarliestDateCollected-2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/EarliestDateCollected-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,EarliestDateCollected-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/family-2009-04-24,family-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Family-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Family-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/genus-2009-04-24,genus-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Genus-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Genus-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/occurrenceID-2009-04-24,occurrenceID-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/GlobalUniqueIdentifier-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,GlobalUniqueIdentifier-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/higherGeography-2009-04-24,higherGeography-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/HigherGeography-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,HigherGeography-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/higherTaxonName-2009-04-24,higherTaxonName-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/HigherTaxon-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,HigherTaxon-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/identificationQualifier-2009-04-24,identificationQualifier-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/IdentificationQualifier-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,IdentificationQualifier-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/associatedMedia-2009-04-24,associatedMedia-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/ImageURL-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,ImageURL-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/informationWithheld-2009-04-24,informationWithheld-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/InformationWithheld-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,InformationWithheld-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/infraspecificEpithet-2009-04-24,infraspecificEpithet-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/InfraspecificEpithet-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,InfraspecificEpithet-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/taxonRank-2009-04-24,taxonRank-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/InfraspecificRank-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,InfraspecificRank-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/institutionCode-2009-04-24,institutionCode-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/InstitutionCode-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,InstitutionCode-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/island-2009-04-24,island-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Island-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Island-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/islandGroup-2009-04-24,islandGroup-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/IslandGroup-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,IslandGroup-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/kingdom-2009-04-24,kingdom-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Kingdom-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Kingdom-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/LatestDateCollected-2008-11-19,LatestDateCollected-2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/LatestDateCollected-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,LatestDateCollected-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/lifeStage-2009-04-24,lifeStage-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/LifeStage-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,LifeStage-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/locality-2009-04-24,locality-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Locality-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Locality-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/maximumDepthInMeters-2009-04-24,maximumDepthInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/MaximumDepthInMeters-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,MaximumDepthInMeters-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/maximumElevationInMeters-2009-04-24,maximumElevationInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/MaximumElevationInMeters-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,MaximumElevationInMeters-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/minimumDepthInMeters-2009-04-24,minimumDepthInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/MinimumDepthInMeters-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,MinimumDepthInMeters-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/minimumElevationInMeters-2009-04-24,minimumElevationInMeters-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/MinimumElevationInMeters-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,MinimumElevationInMeters-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/nomenclaturalCode-2009-04-24,nomenclaturalCode-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/NomenclaturalCode-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,NomenclaturalCode-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/order-2009-04-24,order-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Order-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Order-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/phylum-2009-04-24,phylum-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Phylum-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Phylum-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/occurrenceDetails-2009-04-24,occurrenceDetails-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/RelatedInformation-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,RelatedInformation-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/SampleRemarks-2009-01-18,SampleRemarks-2009-01-18,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Remarks-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Remarks-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/scientificName-2009-04-24,scientificName-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/ScientificName-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,ScientificName-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/sex-2009-04-24,sex-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/Sex-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,Sex-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/specificEpithet-2009-04-24,specificEpithet-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/SpecificEpithet-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,SpecificEpithet-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/stateProvince-2009-04-24,stateProvince-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/StateProvince-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,StateProvince-2007-04-17
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/version/waterBody-2009-04-24,waterBody-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,http://rs-test.tdwg.org/dwc/dwcore/version/WaterBody-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,WaterBody-2007-04-17
